forecaster_type,forecaster,date,PS,VI,CI,DI
quant_modeler,jhk,2020-06-18,0.044642857142857144,0.25,0.03571428571428571,0.24107142857142858
quant_modeler,538,2020-06-19,0.04888392857142857,0.25,0.019122023809523808,0.22023809523809526
expert,cook,2020-06-19,0.059375,0.25,0.02217261904761904,0.21279761904761904
quant_modeler,economist,2020-06-19,0.04093137254901961,0.2499038831218762,0.021323529411764703,0.23029603998462128
quant_modeler,jhk,2020-06-19,0.04428571428571428,0.25,0.03535714285714286,0.24107142857142858
quant_modeler,538,2020-06-20,0.04812500000000001,0.25,0.021339285714285717,0.22321428571428573
quant_modeler,economist,2020-06-20,0.04102941176470589,0.2499038831218762,0.04102941176470589,0.24990388312187622
quant_modeler,jhk,2020-06-20,0.04473214285714285,0.25,0.03580357142857143,0.24107142857142858
quant_modeler,538,2020-06-21,0.04812500000000001,0.25,0.021339285714285717,0.22321428571428573
quant_modeler,economist,2020-06-21,0.04102941176470589,0.2499038831218762,0.04102941176470589,0.24990388312187622
quant_modeler,jhk,2020-06-21,0.04428571428571428,0.25,0.03535714285714286,0.24107142857142858
quant_modeler,538,2020-06-22,0.047008928571428577,0.25,0.029151785714285717,0.23214285714285715
quant_modeler,economist,2020-06-22,0.042156862745098035,0.2499038831218762,0.02254901960784314,0.23029603998462128
quant_modeler,jhk,2020-06-22,0.045178571428571436,0.25,0.03625,0.24107142857142858
quant_modeler,538,2020-06-23,0.047008928571428577,0.25,0.029151785714285717,0.23214285714285715
quant_modeler,economist,2020-06-23,0.0425,0.2499038831218762,0.022892156862745098,0.23029603998462128
quant_modeler,jhk,2020-06-23,0.04486607142857142,0.25,0.032961309523809525,0.2380952380952381
quant_modeler,538,2020-06-24,0.047455357142857146,0.25,0.029598214285714287,0.23214285714285715
quant_modeler,economist,2020-06-24,0.040539215686274506,0.2499038831218762,0.011127450980392157,0.22049211841599384
quant_modeler,jhk,2020-06-24,0.044955357142857144,0.25,0.03305059523809524,0.2380952380952381
quant_modeler,538,2020-06-25,0.0471875,0.25,0.029330357142857144,0.23214285714285715
quant_modeler,economist,2020-06-25,0.041715686274509806,0.2499038831218762,0.031911764705882355,0.24009996155324873
quant_modeler,jhk,2020-06-25,0.0459375,0.25,0.03700892857142857,0.24107142857142858
expert,sabato,2020-06-25,0.06058035714285714,0.25,0.02486607142857142,0.21428571428571427
quant_modeler,538,2020-06-26,0.049553571428571426,0.25,0.028720238095238097,0.22916666666666669
quant_modeler,economist,2020-06-26,0.041666666666666664,0.2499038831218762,0.031862745098039214,0.24009996155324873
quant_modeler,jhk,2020-06-26,0.046741071428571423,0.25,0.03781249999999999,0.24107142857142858
quant_modeler,538,2020-06-27,0.04982142857142857,0.25,0.02005952380952381,0.22023809523809526
quant_modeler,economist,2020-06-27,0.041715686274509806,0.2499038831218762,0.031911764705882355,0.24009996155324873
quant_modeler,jhk,2020-06-27,0.0446875,0.25,0.032782738095238094,0.2380952380952381
quant_modeler,538,2020-06-28,0.04901785714285715,0.25,0.01925595238095238,0.22023809523809526
quant_modeler,economist,2020-06-28,0.03975490196078431,0.2499038831218762,0.02014705882352941,0.23029603998462128
quant_modeler,jhk,2020-06-28,0.04566964285714286,0.25,0.03674107142857143,0.24107142857142858
quant_modeler,538,2020-06-29,0.04919642857142857,0.25,0.022410714285714287,0.22321428571428573
quant_modeler,economist,2020-06-29,0.03897058823529412,0.2499038831218762,0.029166666666666667,0.24009996155324873
quant_modeler,jhk,2020-06-29,0.046741071428571423,0.25,0.046741071428571423,0.25
quant_modeler,538,2020-06-30,0.048035714285714286,0.25,0.02720238095238095,0.22916666666666669
quant_modeler,economist,2020-06-30,0.04083333333333333,0.2499038831218762,0.02122549019607843,0.23029603998462128
quant_modeler,jhk,2020-06-30,0.0459375,0.25,0.03700892857142857,0.24107142857142858
quant_modeler,538,2020-07-01,0.047723214285714285,0.25,0.026889880952380953,0.22916666666666669
quant_modeler,economist,2020-07-01,0.04083333333333333,0.2499038831218762,0.02122549019607843,0.23029603998462128
quant_modeler,jhk,2020-07-01,0.0459375,0.25,0.03700892857142857,0.24107142857142858
quant_modeler,538,2020-07-02,0.0478125,0.25,0.026979166666666665,0.22916666666666669
quant_modeler,economist,2020-07-02,0.040049019607843135,0.2499038831218762,0.020441176470588233,0.23029603998462128
quant_modeler,jhk,2020-07-02,0.0459375,0.25,0.03700892857142857,0.24107142857142858
quant_modeler,538,2020-07-03,0.047678571428571424,0.25,0.026845238095238092,0.22916666666666669
quant_modeler,economist,2020-07-03,0.038137254901960786,0.2499038831218762,0.028333333333333335,0.24009996155324873
quant_modeler,jhk,2020-07-03,0.045714285714285714,0.25,0.045714285714285714,0.25
quant_modeler,538,2020-07-04,0.047366071428571424,0.25,0.03546130952380953,0.2380952380952381
quant_modeler,economist,2020-07-04,0.037745098039215684,0.2499038831218762,0.027941176470588237,0.24009996155324873
quant_modeler,jhk,2020-07-04,0.04602678571428571,0.25,0.04602678571428571,0.25
quant_modeler,538,2020-07-05,0.046919642857142854,0.25,0.03501488095238096,0.2380952380952381
quant_modeler,economist,2020-07-05,0.037745098039215684,0.2499038831218762,0.027941176470588237,0.24009996155324873
quant_modeler,jhk,2020-07-05,0.045714285714285714,0.25,0.03678571428571429,0.24107142857142858
quant_modeler,538,2020-07-06,0.04915178571428571,0.25,0.028318452380952378,0.22916666666666669
quant_modeler,economist,2020-07-06,0.037450980392156864,0.2499038831218762,0.027647058823529413,0.24009996155324873
quant_modeler,jhk,2020-07-06,0.04441964285714285,0.25,0.032514880952380955,0.2380952380952381
quant_modeler,538,2020-07-07,0.04946428571428572,0.25,0.03755952380952381,0.2380952380952381
expert,cook,2020-07-07,0.052589285714285706,0.25,0.03473214285714285,0.23214285714285715
quant_modeler,economist,2020-07-07,0.038284313725490196,0.2499038831218762,0.02848039215686275,0.24009996155324873
quant_modeler,jhk,2020-07-07,0.044955357142857144,0.25,0.03305059523809524,0.2380952380952381
quant_modeler,538,2020-07-08,0.04875,0.25,0.027916666666666666,0.22916666666666669
quant_modeler,economist,2020-07-08,0.03872549019607843,0.2499038831218762,0.01911764705882353,0.23029603998462128
quant_modeler,jhk,2020-07-08,0.046383928571428576,0.25,0.037455357142857144,0.24107142857142858
quant_modeler,538,2020-07-09,0.04946428571428572,0.25,0.02863095238095238,0.22916666666666669
quant_modeler,economist,2020-07-09,0.03666666666666667,0.2499038831218762,0.02686274509803922,0.24009996155324873
quant_modeler,jhk,2020-07-09,0.04562499999999999,0.25,0.03669642857142857,0.24107142857142858
quant_modeler,538,2020-07-10,0.04915178571428571,0.25,0.028318452380952378,0.22916666666666669
quant_modeler,economist,2020-07-10,0.04014705882352941,0.2499038831218762,0.02053921568627451,0.23029603998462128
quant_modeler,jhk,2020-07-10,0.04669642857142857,0.25,0.03776785714285714,0.24107142857142858
quant_modeler,538,2020-07-11,0.05022321428571429,0.25,0.029389880952380952,0.22916666666666669
quant_modeler,economist,2020-07-11,0.03941176470588235,0.2499038831218762,0.019803921568627453,0.23029603998462128
quant_modeler,jhk,2020-07-11,0.045714285714285714,0.25,0.03678571428571429,0.24107142857142858
quant_modeler,538,2020-07-12,0.05013392857142857,0.25,0.03822916666666666,0.2380952380952381
quant_modeler,economist,2020-07-12,0.03887254901960784,0.2499038831218762,0.02906862745098039,0.24009996155324873
quant_modeler,jhk,2020-07-12,0.046294642857142854,0.25,0.03736607142857142,0.24107142857142858
quant_modeler,538,2020-07-13,0.05026785714285714,0.25,0.02943452380952381,0.22916666666666669
quant_modeler,economist,2020-07-13,0.039558823529411764,0.2499038831218762,0.039558823529411764,0.2499038831218762
quant_modeler,jhk,2020-07-13,0.046607142857142854,0.25,0.03470238095238095,0.2380952380952381
quant_modeler,538,2020-07-14,0.05102678571428571,0.25,0.027217261904761904,0.2261904761904762
expert,cook,2020-07-14,0.05848214285714285,0.25,0.037053571428571415,0.2285714285714286
quant_modeler,economist,2020-07-14,0.04205882352941177,0.2499038831218762,0.03225490196078431,0.24009996155324873
quant_modeler,jhk,2020-07-14,0.04549107142857143,0.25,0.033586309523809525,0.2380952380952381
expert,sabato,2020-07-14,0.06808035714285714,0.25,0.03236607142857142,0.21428571428571427
quant_modeler,538,2020-07-15,0.049375,0.25,0.02258928571428571,0.22321428571428573
quant_modeler,economist,2020-07-15,0.04245098039215686,0.2499038831218762,0.03264705882352941,0.24009996155324873
quant_modeler,jhk,2020-07-15,0.046830357142857146,0.25,0.037901785714285714,0.24107142857142858
quant_modeler,538,2020-07-16,0.05241071428571429,0.25,0.019672619047619046,0.21726190476190474
quant_modeler,economist,2020-07-16,0.043333333333333335,0.2499038831218762,0.033529411764705884,0.24009996155324873
quant_modeler,jhk,2020-07-16,0.04459821428571429,0.25,0.04459821428571429,0.25
quant_modeler,538,2020-07-17,0.05241071428571429,0.25,0.019672619047619046,0.21726190476190474
quant_modeler,economist,2020-07-17,0.04245098039215686,0.2499038831218762,0.03264705882352941,0.24009996155324873
expert,inside,2020-07-17,0.057450980392156854,0.2499038831218762,0.0345751633986928,0.22702806612841214
quant_modeler,jhk,2020-07-17,0.045580357142857145,0.25,0.045580357142857145,0.25
quant_modeler,538,2020-07-18,0.053526785714285714,0.25,0.0178125,0.21428571428571427
quant_modeler,economist,2020-07-18,0.04098039215686274,0.2499038831218762,0.03117647058823529,0.24009996155324873
quant_modeler,jhk,2020-07-18,0.046383928571428576,0.25,0.034479166666666665,0.2380952380952381
quant_modeler,538,2020-07-19,0.05299107142857142,0.25,0.017276785714285713,0.21428571428571427
quant_modeler,economist,2020-07-19,0.04245098039215686,0.2499038831218762,0.03264705882352941,0.24009996155324873
quant_modeler,jhk,2020-07-19,0.046607142857142854,0.25,0.03470238095238095,0.2380952380952381
quant_modeler,538,2020-07-20,0.054107142857142854,0.25,0.021369047619047617,0.21726190476190474
quant_modeler,economist,2020-07-20,0.042156862745098035,0.2499038831218762,0.02254901960784314,0.23029603998462128
quant_modeler,jhk,2020-07-20,0.04763392857142857,0.25,0.02680059523809524,0.22916666666666669
quant_modeler,538,2020-07-21,0.05285714285714286,0.25,0.029047619047619044,0.2261904761904762
quant_modeler,economist,2020-07-21,0.04220588235294118,0.2499038831218762,0.022598039215686275,0.23029603998462128
quant_modeler,jhk,2020-07-21,0.04741071428571429,0.25,0.026577380952380956,0.22916666666666669
quant_modeler,538,2020-07-22,0.05330357142857143,0.25,0.017589285714285714,0.21428571428571427
quant_modeler,economist,2020-07-22,0.04102941176470588,0.2499038831218762,0.031225490196078433,0.24009996155324873
quant_modeler,jhk,2020-07-22,0.04754464285714286,0.25,0.026711309523809523,0.22916666666666669
quant_modeler,538,2020-07-23,0.05370535714285714,0.25,0.017991071428571426,0.21428571428571427
expert,cook,2020-07-23,0.06366071428571428,0.25,0.030497448979591828,0.21683673469387754
quant_modeler,economist,2020-07-23,0.04186274509803922,0.2499038831218762,0.03205882352941177,0.24009996155324873
quant_modeler,jhk,2020-07-23,0.04776785714285715,0.25,0.026934523809523808,0.22916666666666669
quant_modeler,538,2020-07-24,0.0525,0.25,0.016785714285714286,0.21428571428571427
quant_modeler,economist,2020-07-24,0.04186274509803922,0.2499038831218762,0.03205882352941177,0.24009996155324873
quant_modeler,jhk,2020-07-24,0.04808035714285715,0.25,0.024270833333333335,0.2261904761904762
quant_modeler,538,2020-07-25,0.052455357142857144,0.25,0.016741071428571428,0.21428571428571427
quant_modeler,economist,2020-07-25,0.04093137254901961,0.2499038831218762,0.00661764705882353,0.2155901576316801
quant_modeler,jhk,2020-07-25,0.04794642857142857,0.25,0.024136904761904766,0.2261904761904762
quant_modeler,538,2020-07-26,0.05004464285714285,0.25,0.02921130952380952,0.22916666666666669
quant_modeler,economist,2020-07-26,0.041225490196078435,0.2499038831218762,0.031421568627450984,0.24009996155324873
quant_modeler,jhk,2020-07-26,0.046607142857142854,0.25,0.03470238095238095,0.2380952380952381
quant_modeler,538,2020-07-27,0.04852678571428571,0.25,0.02769345238095238,0.22916666666666669
quant_modeler,economist,2020-07-27,0.040196078431372545,0.2499038831218762,0.030392156862745098,0.24009996155324873
quant_modeler,jhk,2020-07-27,0.04549107142857143,0.25,0.04549107142857143,0.25
quant_modeler,538,2020-07-28,0.048035714285714286,0.25,0.02720238095238095,0.22916666666666669
quant_modeler,economist,2020-07-28,0.038235294117647055,0.2499038831218762,0.028431372549019607,0.24009996155324873
quant_modeler,jhk,2020-07-28,0.04674107142857143,0.25,0.034836309523809526,0.2380952380952381
quant_modeler,538,2020-07-29,0.04888392857142857,0.25,0.02805059523809524,0.22916666666666669
quant_modeler,economist,2020-07-29,0.03818627450980392,0.2499038831218762,0.02838235294117647,0.24009996155324873
quant_modeler,jhk,2020-07-29,0.046160714285714284,0.25,0.03425595238095238,0.2380952380952381
quant_modeler,538,2020-07-30,0.04808035714285714,0.25,0.027247023809523808,0.22916666666666669
quant_modeler,economist,2020-07-30,0.03740196078431372,0.2499038831218762,0.03740196078431372,0.2499038831218762
quant_modeler,jhk,2020-07-30,0.046607142857142854,0.25,0.03470238095238095,0.2380952380952381
quant_modeler,538,2020-07-31,0.050580357142857135,0.25,0.03867559523809523,0.2380952380952381
quant_modeler,economist,2020-07-31,0.03666666666666667,0.2499038831218762,0.03666666666666667,0.2499038831218762
quant_modeler,jhk,2020-07-31,0.046071428571428576,0.25,0.034166666666666665,0.2380952380952381
quant_modeler,538,2020-08-01,0.05008928571428571,0.25,0.03818452380952381,0.2380952380952381
quant_modeler,economist,2020-08-01,0.03740196078431372,0.2499038831218762,0.03740196078431372,0.2499038831218762
quant_modeler,jhk,2020-08-01,0.046919642857142854,0.25,0.026086309523809522,0.22916666666666669
quant_modeler,538,2020-08-02,0.05116071428571428,0.25,0.027351190476190473,0.2261904761904762
quant_modeler,economist,2020-08-02,0.03936274509803921,0.2499038831218762,0.029558823529411766,0.24009996155324873
quant_modeler,jhk,2020-08-02,0.0459375,0.25,0.034032738095238095,0.2380952380952381
quant_modeler,538,2020-08-03,0.04941964285714285,0.25,0.025610119047619045,0.2261904761904762
quant_modeler,economist,2020-08-03,0.03862745098039216,0.2499038831218762,0.028823529411764706,0.24009996155324873
quant_modeler,jhk,2020-08-03,0.04486607142857143,0.25,0.024032738095238093,0.22916666666666669
market,predictit,2020-08-03,0.0459375,0.25,0.023616071428571427,0.22767857142857142
quant_modeler,538,2020-08-04,0.04950892857142857,0.25,0.02421130952380952,0.22470238095238096
quant_modeler,economist,2020-08-04,0.037450980392156864,0.2499038831218762,0.037450980392156864,0.2499038831218762
quant_modeler,jhk,2020-08-04,0.04477678571428571,0.25,0.02394345238095238,0.22916666666666669
market,predictit,2020-08-04,0.0453125,0.25,0.022991071428571427,0.22767857142857142
quant_modeler,538,2020-08-05,0.04941964285714285,0.25,0.0315625,0.23214285714285715
quant_modeler,economist,2020-08-05,0.0371078431372549,0.2499038831218762,0.0371078431372549,0.2499038831218762
quant_modeler,jhk,2020-08-05,0.04491071428571429,0.25,0.02407738095238095,0.22916666666666669
market,predictit,2020-08-05,0.045,0.25,0.024166666666666666,0.22916666666666669
quant_modeler,538,2020-08-06,0.04928571428571428,0.25,0.031428571428571424,0.23214285714285715
quant_modeler,economist,2020-08-06,0.03985294117647059,0.2499038831218762,0.020245098039215686,0.23029603998462128
quant_modeler,jhk,2020-08-06,0.04459821428571429,0.25,0.02376488095238095,0.22916666666666669
market,predictit,2020-08-06,0.04424107142857143,0.25,0.032336309523809524,0.2380952380952381
quant_modeler,538,2020-08-07,0.049017857142857134,0.25,0.031160714285714285,0.23214285714285715
quant_modeler,economist,2020-08-07,0.038921568627450984,0.2499038831218762,0.01931372549019608,0.23029603998462128
quant_modeler,jhk,2020-08-07,0.04473214285714285,0.25,0.023898809523809524,0.22916666666666669
market,predictit,2020-08-07,0.04678571428571428,0.25,0.03785714285714285,0.24107142857142858
quant_modeler,538,2020-08-08,0.04803571428571428,0.25,0.039107142857142854,0.24107142857142858
quant_modeler,economist,2020-08-08,0.0392156862745098,0.2499038831218762,0.0196078431372549,0.23029603998462128
quant_modeler,jhk,2020-08-08,0.044642857142857144,0.25,0.023809523809523808,0.22916666666666669
market,predictit,2020-08-08,0.04401785714285714,0.25,0.03211309523809523,0.2380952380952381
quant_modeler,538,2020-08-09,0.048258928571428564,0.25,0.03933035714285714,0.24107142857142858
quant_modeler,economist,2020-08-09,0.0392156862745098,0.2499038831218762,0.0196078431372549,0.23029603998462128
quant_modeler,jhk,2020-08-09,0.04379464285714286,0.25,0.034866071428571434,0.24107142857142858
market,predictit,2020-08-09,0.04464285714285714,0.25,0.03273809523809523,0.2380952380952381
quant_modeler,538,2020-08-10,0.04763392857142857,0.25,0.038705357142857146,0.24107142857142858
quant_modeler,economist,2020-08-10,0.03784313725490196,0.2499038831218762,0.02803921568627451,0.24009996155324873
quant_modeler,jhk,2020-08-10,0.04397321428571428,0.25,0.03504464285714286,0.24107142857142858
market,predictit,2020-08-10,0.04410714285714285,0.25,0.03220238095238095,0.2380952380952381
quant_modeler,538,2020-08-11,0.04839285714285713,0.25,0.039464285714285716,0.24107142857142858
quant_modeler,economist,2020-08-11,0.0386764705882353,0.2499038831218762,0.0386764705882353,0.2499038831218762
quant_modeler,jhk,2020-08-11,0.04383928571428571,0.25,0.03491071428571429,0.24107142857142858
market,predictit,2020-08-11,0.04419642857142857,0.25,0.03229166666666666,0.2380952380952381
quant_modeler,538,2020-08-12,0.04852678571428571,0.25,0.039598214285714285,0.24107142857142858
quant_modeler,economist,2020-08-12,0.03784313725490196,0.2499038831218762,0.02803921568627451,0.24009996155324873
quant_modeler,jhk,2020-08-12,0.04401785714285714,0.25,0.03508928571428572,0.24107142857142858
market,predictit,2020-08-12,0.04517857142857142,0.25,0.04517857142857142,0.25
quant_modeler,538,2020-08-13,0.047366071428571424,0.25,0.0384375,0.24107142857142858
quant_modeler,economist,2020-08-13,0.03862745098039216,0.2499038831218762,0.03862745098039216,0.24990388312187622
quant_modeler,jhk,2020-08-13,0.04330357142857143,0.25,0.034375,0.24107142857142858
market,predictit,2020-08-13,0.0434375,0.25,0.022604166666666665,0.22916666666666669
quant_modeler,538,2020-08-14,0.04598214285714285,0.25,0.03705357142857142,0.24107142857142858
quant_modeler,economist,2020-08-14,0.037598039215686274,0.2499038831218762,0.027794117647058823,0.24009996155324873
quant_modeler,jhk,2020-08-14,0.04330357142857143,0.25,0.034375,0.24107142857142858
market,predictit,2020-08-14,0.044330357142857144,0.25,0.044330357142857144,0.25
quant_modeler,538,2020-08-15,0.04745535714285714,0.25,0.03852678571428571,0.24107142857142858
quant_modeler,economist,2020-08-15,0.03784313725490196,0.2499038831218762,0.02803921568627451,0.24009996155324873
quant_modeler,jhk,2020-08-15,0.04491071428571429,0.25,0.02407738095238095,0.22916666666666669
market,predictit,2020-08-15,0.04348214285714285,0.25,0.04348214285714285,0.25
quant_modeler,538,2020-08-16,0.047410714285714285,0.25,0.038482142857142854,0.24107142857142858
quant_modeler,economist,2020-08-16,0.03784313725490196,0.2499038831218762,0.02803921568627451,0.24009996155324873
quant_modeler,jhk,2020-08-16,0.044196428571428574,0.25,0.02633928571428571,0.23214285714285715
market,predictit,2020-08-16,0.04450892857142857,0.25,0.035580357142857136,0.24107142857142858
quant_modeler,538,2020-08-17,0.04566964285714285,0.25,0.03674107142857142,0.24107142857142858
quant_modeler,economist,2020-08-17,0.03705882352941176,0.2499038831218762,0.02725490196078431,0.24009996155324873
quant_modeler,jhk,2020-08-17,0.04415178571428572,0.25,0.026294642857142857,0.23214285714285715
market,predictit,2020-08-17,0.043526785714285705,0.25,0.03459821428571428,0.24107142857142858
quant_modeler,538,2020-08-18,0.045,0.25,0.036071428571428574,0.24107142857142858
quant_modeler,economist,2020-08-18,0.038431372549019606,0.2499038831218762,0.018823529411764704,0.2302960399846213
quant_modeler,jhk,2020-08-18,0.044375,0.25,0.02651785714285714,0.23214285714285715
market,predictit,2020-08-18,0.04486607142857142,0.25,0.027008928571428566,0.23214285714285715
quant_modeler,538,2020-08-19,0.047410714285714285,0.25,0.038482142857142854,0.24107142857142858
quant_modeler,economist,2020-08-19,0.03735294117647059,0.2499038831218762,0.027549019607843138,0.24009996155324873
quant_modeler,jhk,2020-08-19,0.044375,0.25,0.02651785714285714,0.23214285714285715
market,predictit,2020-08-19,0.043392857142857136,0.25,0.02553571428571428,0.23214285714285715
quant_modeler,538,2020-08-20,0.04638392857142857,0.25,0.03745535714285714,0.24107142857142858
quant_modeler,economist,2020-08-20,0.03725490196078431,0.2499038831218762,0.027450980392156862,0.24009996155324873
quant_modeler,jhk,2020-08-20,0.044508928571428574,0.25,0.026651785714285715,0.23214285714285715
market,predictit,2020-08-20,0.0434375,0.25,0.03450892857142857,0.24107142857142858
quant_modeler,538,2020-08-21,0.045848214285714284,0.25,0.03394345238095238,0.2380952380952381
quant_modeler,economist,2020-08-21,0.03740196078431372,0.2499038831218762,0.01779411764705882,0.2302960399846213
quant_modeler,jhk,2020-08-21,0.044508928571428574,0.25,0.026651785714285715,0.23214285714285715
market,predictit,2020-08-21,0.04285714285714285,0.25,0.033928571428571426,0.24107142857142858
quant_modeler,538,2020-08-22,0.046741071428571423,0.25,0.03781249999999999,0.24107142857142858
quant_modeler,economist,2020-08-22,0.03740196078431372,0.2499038831218762,0.01779411764705882,0.2302960399846213
quant_modeler,jhk,2020-08-22,0.044375,0.25,0.02651785714285714,0.23214285714285715
market,predictit,2020-08-22,0.042812499999999996,0.25,0.024955357142857137,0.23214285714285715
quant_modeler,538,2020-08-23,0.04508928571428571,0.25,0.0331845238095238,0.2380952380952381
quant_modeler,economist,2020-08-23,0.038284313725490196,0.2499038831218762,0.018676470588235294,0.23029603998462128
quant_modeler,jhk,2020-08-23,0.04415178571428572,0.25,0.026294642857142857,0.23214285714285715
market,predictit,2020-08-23,0.043705357142857136,0.25,0.025848214285714283,0.23214285714285715
quant_modeler,538,2020-08-24,0.04633928571428571,0.25,0.034434523809523804,0.2380952380952381
quant_modeler,economist,2020-08-24,0.03720588235294118,0.2499038831218762,0.027401960784313728,0.24009996155324873
quant_modeler,jhk,2020-08-24,0.04348214285714286,0.25,0.03455357142857143,0.24107142857142858
market,predictit,2020-08-24,0.04325892857142856,0.25,0.022425595238095234,0.22916666666666669
quant_modeler,538,2020-08-25,0.04450892857142857,0.25,0.035580357142857136,0.24107142857142858
quant_modeler,economist,2020-08-25,0.037450980392156864,0.2499038831218762,0.027647058823529413,0.24009996155324873
quant_modeler,jhk,2020-08-25,0.045714285714285714,0.25,0.024880952380952375,0.22916666666666669
market,predictit,2020-08-25,0.044285714285714275,0.25,0.026428571428571423,0.23214285714285715
quant_modeler,538,2020-08-26,0.04665178571428571,0.25,0.037723214285714284,0.24107142857142858
quant_modeler,economist,2020-08-26,0.03794117647058824,0.2499038831218762,0.03794117647058824,0.2499038831218762
quant_modeler,jhk,2020-08-26,0.04482142857142857,0.25,0.026964285714285715,0.23214285714285715
market,predictit,2020-08-26,0.044598214285714276,0.25,0.02078869047619047,0.2261904761904762
quant_modeler,538,2020-08-27,0.04602678571428571,0.25,0.03709821428571428,0.24107142857142858
quant_modeler,economist,2020-08-27,0.035686274509803925,0.2499038831218762,0.035686274509803925,0.2499038831218762
quant_modeler,jhk,2020-08-27,0.04504464285714286,0.25,0.0271875,0.23214285714285715
market,predictit,2020-08-27,0.04589285714285714,0.25,0.023571428571428566,0.22767857142857142
quant_modeler,538,2020-08-28,0.04638392857142857,0.25,0.03745535714285714,0.24107142857142858
quant_modeler,economist,2020-08-28,0.035686274509803925,0.2499038831218762,0.035686274509803925,0.2499038831218762
quant_modeler,jhk,2020-08-28,0.045401785714285714,0.25,0.02456845238095238,0.22916666666666669
market,predictit,2020-08-28,0.04499999999999999,0.25,0.03607142857142857,0.24107142857142858
quant_modeler,538,2020-08-29,0.0465625,0.25,0.03763392857142857,0.24107142857142858
quant_modeler,economist,2020-08-29,0.036078431372549014,0.2499038831218762,0.036078431372549014,0.24990388312187622
quant_modeler,jhk,2020-08-29,0.045714285714285714,0.25,0.024880952380952375,0.22916666666666669
market,predictit,2020-08-29,0.04602678571428571,0.25,0.03709821428571428,0.24107142857142858
quant_modeler,538,2020-08-30,0.046741071428571423,0.25,0.03781249999999999,0.24107142857142858
quant_modeler,economist,2020-08-30,0.03720588235294118,0.2499038831218762,0.027401960784313725,0.24009996155324878
quant_modeler,jhk,2020-08-30,0.043883928571428574,0.25,0.026026785714285714,0.23214285714285715
market,predictit,2020-08-30,0.04732142857142856,0.25,0.023511904761904755,0.2261904761904762
quant_modeler,538,2020-08-31,0.047053571428571424,0.25,0.038125,0.24107142857142858
quant_modeler,economist,2020-08-31,0.03637254901960784,0.2499038831218762,0.03637254901960784,0.2499038831218762
quant_modeler,jhk,2020-08-31,0.0409375,0.25,0.03200892857142857,0.24107142857142858
market,predictit,2020-08-31,0.04723214285714285,0.25,0.024910714285714283,0.22767857142857142
quant_modeler,538,2020-09-01,0.04549107142857143,0.25,0.0365625,0.24107142857142858
quant_modeler,economist,2020-09-01,0.03431372549019608,0.2499038831218762,0.03431372549019608,0.24990388312187622
